ID_BID,COD_UF_A,UF_A,COD_CID_A,NOME_CID_A,NIVEL_A,CLASS_A,COD_UF_B,UF_B,COD_CID_B,NOME_CID_B,NIVEL_B,CLASS_B,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR09,VAR10,VAR11,VAR12,VAR13
13016051304203,13,AM,1301605,Fonte Boa,5,Centro Local,13,AM,1304203,Tefé,4B,Centro de Zona B,17609,180920,59849,934211,182,0,0,0,170,0,0,0
13017041302405,13,AM,1301704,Humaitá,5,Centro Local,13,AM,1302405,Lábrea,5,Centro Local,55080,622149,46069,495068,597,0,0,0,0,0,0,0
13017041302603,13,AM,1301704,Humaitá,5,Centro Local,13,AM,1302603,Manaus,1C,Metrópole,55080,622149,2182763,78192321,1971,756,0,0,1070,15,0,0
13017041302702,13,AM,1301704,Humaitá,5,Centro Local,13,AM,1302702,Manicoré,5,Centro Local,55080,622149,55751,528955,0,890,0,0,0,202,0,0
13024051302603,13,AM,1302405,Lábrea,5,Centro Local,13,AM,1302603,Manaus,1C,Metrópole,46069,495068,2182763,78192321,3918,4557,2003,1523,1035,147,40,5205
13024051304203,13,AM,1302405,Lábrea,5,Centro Local,13,AM,1304203,Tefé,4B,Centro de Zona B,46069,495068,59849,934211,0,0,0,36,0,0,0,4477
13026033550308,13,AM,1302603,Manaus,1C,Metrópole,35,SP,3550308,Arranjo Populacional de São Paulo/SP,1A,Grande Metrópole Nacional,2182763,78192321,21673440,1179573402,543822,557748,725061,449180,99534915,68674611,55993037,49579815
13026033509502,13,AM,1302603,Manaus,1C,Metrópole,35,SP,3509502,Arranjo Populacional de Campinas/SP,1C,Metrópole,2182763,78192321,2166734,142196204,77776,115624,170693,201394,1569161,676775,16626739,29964975
13026035300108,13,AM,1302603,Manaus,1C,Metrópole,53,DF,5300108,Arranjo Populacional de Brasília/DF,1B,Metrópole Nacional,2182763,78192321,3990059,266855183,504710,510302,512843,262675,9802665,5194311,7286486,4222982
13026032304400,13,AM,1302603,Manaus,1C,Metrópole,23,CE,2304400,Arranjo Populacional de Fortaleza/CE,1C,Metrópole,2182763,78192321,3642907,90359241,216169,220197,200108,129318,2318836,2546814,3340188,3520126
13026031501402,13,AM,1302603,Manaus,1C,Metrópole,15,PA,1501402,Arranjo Populacional de Belém/PA,1C,Metrópole,2182763,78192321,2217601,42500048,237148,315492,273594,134976,4016706,4242607,2810008,2045824
13026033304557,13,AM,1302603,Manaus,1C,Metrópole,33,RJ,3304557,Arranjo Populacional do Rio de Janeiro/RJ,1B,Metrópole Nacional,2182763,78192321,12777959,565696625,168103,235717,183166,65941,1547485,1775919,1535812,596260
13026032611606,13,AM,1302603,Manaus,1C,Metrópole,26,PE,2611606,Arranjo Populacional do Recife/PE,1C,Metrópole,2182763,78192321,4056323,107509937,18230,13167,93915,44032,276483,440319,1391172,1188647
13026031400100,13,AM,1302603,Manaus,1C,Metrópole,14,RR,1400100,Boa Vista,2C,Capital Regional C,2182763,78192321,399213,10042255,139788,170226,90922,56838,878576,786543,600555,437534
13026031506807,13,AM,1302603,Manaus,1C,Metrópole,15,PA,1506807,Santarém,2C,Capital Regional C,2182763,78192321,304589,4858971,142995,186795,88961,40942,1434745,1467052,188496,220162
13026031304062,13,AM,1302603,Manaus,1C,Metrópole,13,AM,1304062,Tabatinga,3B,Centro Sub-Regional B,2182763,78192321,65844,533611,31079,60120,62589,37771,12959,33948,133630,34416
13026031304203,13,AM,1302603,Manaus,1C,Metrópole,13,AM,1304203,Tefé,4B,Centro de Zona B,2182763,78192321,59849,934211,13910,45182,29963,19589,3497,17687,25209,44536
13026031302900,13,AM,1302603,Manaus,1C,Metrópole,13,AM,1302900,Maués,5,Centro Local,2182763,78192321,63905,501299,549,0,564,538,0,0,17094,8399
13026035103403,13,AM,1302603,Manaus,1C,Metrópole,51,MT,5103403,Arranjo Populacional de Cuiabá/MT,2A,Capital Regional A,2182763,78192321,897518,31689476,15282,11536,306,2285,11980,0,14396,0
13026033205309,13,AM,1302603,Manaus,1C,Metrópole,32,ES,3205309,Arranjo Populacional de Vitória/ES,1C,Metrópole,2182763,78192321,1854478,74352397,2340,0,0,0,0,0,13930,38338
13026031303403,13,AM,1302603,Manaus,1C,Metrópole,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,2182763,78192321,114273,1119341,27267,67610,26079,9362,8011,7634,10653,17681
13026031600303,13,AM,1302603,Manaus,1C,Metrópole,16,AP,1600303,Arranjo Populacional de Macapá/AP,2C,Capital Regional C,2182763,78192321,624691,13019753,0,0,0,13,0,0,7725,0
13026032408102,13,AM,1302603,Manaus,1C,Metrópole,24,RN,2408102,Arranjo Populacional de Natal/RN,2A,Capital Regional A,2182763,78192321,1357366,32407182,0,6266,0,0,0,0,2889,107
13026032111300,13,AM,1302603,Manaus,1C,Metrópole,21,MA,2111300,Arranjo Populacional de São Luís/MA,2A,Capital Regional A,2182763,78192321,1432529,36956938,20804,17263,0,0,24400,0,1559,4164
13026031505304,13,AM,1302603,Manaus,1C,Metrópole,15,PA,1505304,Oriximiná,5,Centro Local,2182763,78192321,73096,1626709,5999,725,3248,0,253,0,209,2675
13026031303809,13,AM,1302603,Manaus,1C,Metrópole,13,AM,1303809,São Gabriel da Cachoeira,5,Centro Local,2182763,78192321,45564,329147,7300,2324,9789,3290,2795,0,174,166
13026031500602,13,AM,1302603,Manaus,1C,Metrópole,15,PA,1500602,Altamira,3A,Centro Sub-Regional A,2182763,78192321,114594,2722307,4485,8707,2396,198,206,18,125,1840
13026031503606,13,AM,1302603,Manaus,1C,Metrópole,15,PA,1503606,Itaituba,3B,Centro Sub-Regional B,2182763,78192321,101247,1814617,9303,4018,8872,4811,174,12,48,8
13026034314902,13,AM,1302603,Manaus,1C,Metrópole,43,RS,4314902,Arranjo Populacional de Porto Alegre/RS,1C,Metrópole,2182763,78192321,3975771,170204255,900,1291,1573,0,74704,220,0,0
13026033543402,13,AM,1302603,Manaus,1C,Metrópole,35,SP,3543402,Arranjo Populacional de Ribeirão Preto/SP,2A,Capital Regional A,2182763,78192321,869812,38415772,0,100,240,8,0,0,0,0
